service group,department,organisation,staff group,metric,month
Corporate Support Services,Dir of Quality & Involvement,Patient & Family Centred Care 00201,Allied Health Professionals,Sickness,24
Corporate Support Services,Dir of Quality & Involvement,Patient & Family Centred Care 00201,Administrative and Clerical,Sickness,24
Neighbourhood Services,NHS at Home,NHS @ Home - Respiratory 60642,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Dir of Quality & Involvement,Governance Support Team 00404,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Dir of Quality & Involvement,Governance Support Team 00404,Administrative and Clerical,Sickness,24
Neighbourhood Services,PCN Care of the Elderly,COE Medical Staff 76296,Medical and Dental,Sickness,24
Neighbourhood Services,PCN Care of the Elderly,Care of The Elderly PCN 60031,Administrative and Clerical,Sickness,24
Neighbourhood Services,PCN Care of the Elderly,Care of The Elderly PCN 60031,Medical and Dental,Sickness,24
Corporate Support Services,Dir of Quality & Involvement,Clinical Governance 75485,Administrative and Clerical,Sickness,24
Neighbourhood Services,PCN Care of the Elderly,Parkinsons Nurses & Admin 76212,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Digital,Testing Training 05011,Administrative and Clerical,Sickness,24
Neighbourhood Services,Pain Service PCN,Pain Service 60010,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Digital,Technical Ops 05010,Administrative and Clerical,Sickness,24
Corporate Support Services,Digital,Technical Dev 05009,Administrative and Clerical,Sickness,24
Neighbourhood Services,Pain Service PCN,Pain Service 60010,Additional Clinical Services,Sickness,24
Neighbourhood Services,Pain Service PCN,Pain Service 60010,Administrative and Clerical,Sickness,24
Corporate Support Services,Digital,Service Design 05007,Administrative and Clerical,Sickness,24
Neighbourhood Services,Pain Service PCN,Pain Service 60010,Allied Health Professionals,Sickness,24
Corporate Support Services,Digital,Senior Team 05005,Administrative and Clerical,Sickness,24
Neighbourhood Services,Pain Service PCN,Pain Service 60010,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,Palliative Care DEPT,Palliative Care Medical Team 62010,Administrative and Clerical,Sickness,24
Neighbourhood Services,South Petherton Comm Hospital,South Petherton Outpatients Department 21408,Additional Clinical Services,Sickness,24
Corporate Support Services,Deputy Director of Nursing,Dir Of Nurs Mgt Team 00202,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,D2A 00005,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Medical Records 21680,Administrative and Clerical,Sickness,24
Corporate Support Services,Community Diagnostic Centres DEPT,Ophthalmology Diagnostic Hub 00159,Additional Clinical Services,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Nursing 20501,Additional Clinical Services,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Nursing 20501,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip OPD 21410,Additional Clinical Services,Sickness,24
Neighbourhood Services,Williton Community Hospital,Med Comm Hosp Inp Williton 20634,Medical and Dental,Sickness,24
Neighbourhood Services,Williton Community Hospital,Williton Administration 20630,Administrative and Clerical,Sickness,24
Corporate Support Services,Commercial,Somerset Cancer Register 00145,Administrative and Clerical,Sickness,24
Neighbourhood Services,Williton Community Hospital,Williton Ambulatory Care 20101,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Commercial,Commercial Development 00130,Administrative and Clerical,Sickness,24
Corporate Support Services,Central DEPT,Medical Staff Bank 00505,Medical and Dental,Sickness,24
Neighbourhood Services,Williton Community Hospital,Williton Meadow Ward 20633,Additional Clinical Services,Sickness,24
Neighbourhood Services,Williton Community Hospital,Williton Meadow Ward 20633,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,Wincanton Community Hospital,Wincanton Administration 21700,Administrative and Clerical,Sickness,24
Neighbourhood Services,Wincanton Community Hospital,Wincanton Administration 21700,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,CPD,CPD - Top Slice 00230,Allied Health Professionals,Sickness,24
Clinical Support and Cancer Services,Therapies DEPT,Surgical Orthotics 38000,Allied Health Professionals,Sickness,24
Neighbourhood Services,Wincanton Community Hospital,Wincanton Hadspen Ward 20502,Additional Clinical Services,Sickness,24
Neighbourhood Services,Wincanton Community Hospital,Wincanton Hadspen Ward 20502,Nursing and Midwifery Registered,Sickness,24
Clinical Support and Cancer Services,Therapies DEPT,Surgical Orthotics 38000,Administrative and Clerical,Sickness,24
Neighbourhood Services,Wincanton Community Hospital,Wincanton Nursing 20502,Nursing and Midwifery Registered,Sickness,24
Clinical Support and Cancer Services,Therapies DEPT,Podiatry 16005,Allied Health Professionals,Sickness,24
Clinical Support and Cancer Services,Therapies DEPT,Podiatry 16005,Administrative and Clerical,Sickness,24
Clinical Support and Cancer Services,Therapies DEPT,Podiatry 16005,Additional Clinical Services,Sickness,24
Corporate Support Services,Community Diagnostic Centres DEPT,Ophthalmology Diagnostic Hub 00159,Administrative and Clerical,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Cathedral Ward 20501,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Deputy Director of Nursing,Dir Of Nurs Mgt Team 00202,Allied Health Professionals,Sickness,24
Corporate Support Services,Community Diagnostic Centres DEPT,West Somerset CDC 00160,Healthcare Scientists,Sickness,24
Corporate Support Services,Deputy Director of Nursing,Dir Of Nurs Mgt Team 00202,Administrative and Clerical,Sickness,24
Neighbourhood Services,South Petherton Comm Hospital,South Petherton Wards 20623,Additional Clinical Services,Sickness,24
Corporate Support Services,Deputy Director of Nursing,Dir Of Nurs Mgt Team 00202,Add Prof Scientific and Technic,Sickness,24
Neighbourhood Services,South Petherton Comm Hospital,South Petherton Wards 20623,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,Stroke Services DEPT,Psychology Stroke Service 67210,Add Prof Scientific and Technic,Sickness,24
Neighbourhood Services,Stroke Services DEPT,Psychology Stroke Service 67210,Additional Clinical Services,Sickness,24
Corporate Support Services,Deputy CPO,Senior Team DoP 02063,Administrative and Clerical,Sickness,24
Corporate Support Services,Deputy CPO,Project Team 02067,Administrative and Clerical,Sickness,24
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Additional Clinical Services,Sickness,24
Corporate Support Services,Deputy CPO,People Business Partners 02062,Administrative and Clerical,Sickness,24
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Administrative and Clerical,Sickness,24
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Allied Health Professionals,Sickness,24
Neighbourhood Services,Stroke Services DEPT,Stroke 20641,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Deputy CPO,Knowledge & Library Services 02017,Administrative and Clerical,Sickness,24
Neighbourhood Services,Wellington Community Hospital,Wellington Administration 21660,Administrative and Clerical,Sickness,24
Corporate Support Services,Deputy CPO,Information & Insight 02043,Administrative and Clerical,Sickness,24
Neighbourhood Services,Wellington Community Hospital,Wellington Outpatients 21409,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Deputy CPO,HR Services 75418,Administrative and Clerical,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Abbey Ward 20501,Additional Clinical Services,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Abbey Ward 20501,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Administration 21680,Administrative and Clerical,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Administration 21680,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,West Mendip Community Hospital,West Mendip Cathedral Ward 20501,Additional Clinical Services,Sickness,24
Neighbourhood Services,NHS at Home,NHS @ Home - Frailty 60641,Medical and Dental,Sickness,24
Corporate Support Services,Director of Communications,Communications 00402,Administrative and Clerical,Sickness,24
Neighbourhood Services,NHS at Home,NHS @ Home - Frailty 60641,Allied Health Professionals,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Rapid Response 67000,Administrative and Clerical,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Rapid Response 67000,Allied Health Professionals,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Rapid Response 67000,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Post Room 04270,Estates and Ancillary,Sickness,24
Neighbourhood Services,LARCH DEPT,LARCH Project 60020,Administrative and Clerical,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Minehead Hotel Services 21622,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Minehead Catering 21621,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Medical Electronics 04310,Add Prof Scientific and Technic,Sickness,24
Neighbourhood Services,LARCH DEPT,LARCH Team 76014,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,MPH Catering Patients 04280,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,MFT/PCP 04250,Estates and Ancillary,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - East 00035,Additional Clinical Services,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - East 00035,Administrative and Clerical,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Frome Hotel Services 21602,Estates and Ancillary,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - East 00035,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - West 00034,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Frome Catering 21601,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Facilities & Estate Management Team 04002,Administrative and Clerical,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - West 00034,Additional Clinical Services,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Estates Mgt - Operational 04000,Estates and Ancillary,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - West 00034,Administrative and Clerical,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - West 00034,Allied Health Professionals,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - West 00034,Healthcare Scientists,Sickness,24
Neighbourhood Services,Mass Vaccination Programme,Mass Vaccination - West 00034,Medical and Dental,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Security Team - MPH 04251,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Shepton Mallet Hotel Services 21642,Estates and Ancillary,Sickness,24
Neighbourhood Services,Minor Injury DEPT,West Mendip MIU 20027,Nursing and Midwifery Registered,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Rapid Response 67000,Additional Clinical Services,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Wincanton Hotel Services 21702,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Wincanton Catering 21701,Estates and Ancillary,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Williton Hotel Services 20632,Estates and Ancillary,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Palliative Care Co-Ordination 68200,Add Prof Scientific and Technic,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,Williton Catering 20631,Estates and Ancillary,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Palliative Care Co-Ordination 68200,Administrative and Clerical,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,West Mendip Hotel Services 21682,Estates and Ancillary,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Palliative Care Co-Ordination 68200,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,West Mendip Hotel Services 21682,Administrative and Clerical,Sickness,24
Neighbourhood Services,Intermediate Care DEPT,Pathway 2/3 65801,Additional Clinical Services,Sickness,24
Corporate Support Services,Resourcing,Talent Hub 00065,Nursing and Midwifery Registered,Sickness,24
Corporate Support Services,Estates and Facilities - SFT,West Mendip Catering 21681,Estates and Ancillary,Sickness,24
